City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Percent Humidity,Percent Cloudiness,Wind Speed
231,Camacha,PT,2022-04-29 02:11:20,scattered clouds,33.0833,-16.3333,58.42,77,40,9.22
232,Saint-Pierre,RE,2022-04-29 02:08:31,clear sky,-21.3393,55.4781,74.91,74,0,6.91
233,Seydisehir,TR,2022-04-29 02:13:03,clear sky,37.4193,31.8453,53.94,68,1,2.04
234,Linxia,CN,2022-04-29 02:13:03,overcast clouds,35.6003,103.2064,48.16,69,100,5.53
235,Troitsko-Pechorsk,RU,2022-04-29 02:13:04,clear sky,62.7084,56.1964,22.75,81,9,4.5
236,Broome,US,2022-04-29 02:13:04,clear sky,42.2506,-75.833,37.78,51,0,6.91
237,Jiblah,YE,2022-04-29 02:13:05,clear sky,13.9216,44.1467,62.67,41,0,5.66
238,Camopi,GF,2022-04-29 02:13:06,broken clouds,3.1655,-52.3158,72.01,99,61,2.44
239,Kupang,ID,2022-04-29 02:13:06,overcast clouds,-10.1667,123.5833,85.12,59,99,4.38
240,Scottsbluff,US,2022-04-29 02:13:07,clear sky,41.8666,-103.6672,63.72,42,0,12.66
241,Cururupu,BR,2022-04-29 02:09:27,overcast clouds,-1.8283,-44.8683,74.19,95,97,3.36
242,Tazovskiy,RU,2022-04-29 02:13:08,overcast clouds,67.4667,78.7,18.99,88,100,8.16
243,Esperance,AU,2022-04-29 02:13:08,broken clouds,-33.8667,121.9,60.64,67,82,10.78
244,Paita,PE,2022-04-29 02:09:15,overcast clouds,-5.0892,-81.1144,69.31,79,96,12.8
245,Ararat,AM,2022-04-29 02:13:09,overcast clouds,39.8317,44.7049,59.34,83,100,3.31
246,Bharatpur,IN,2022-04-29 02:13:10,scattered clouds,27.2167,77.4833,95.54,12,42,8.16
247,Bemban,MY,2022-04-29 02:13:11,broken clouds,2.2684,102.3746,83.91,76,78,3.83
248,Dmanisi,GE,2022-04-29 02:13:11,overcast clouds,41.5251,44.3472,52.5,86,100,3.36
249,Gueugnon,FR,2022-04-29 02:13:12,overcast clouds,46.6036,4.0629,44.19,99,100,0.94
250,Belaya Gora,RU,2022-04-29 02:13:12,overcast clouds,68.5333,146.4167,18.57,80,100,4.23
251,Solnechnyy,RU,2022-04-29 02:13:13,clear sky,50.7214,136.6319,40.12,67,3,3.67
252,Houma,US,2022-04-29 02:08:26,clear sky,29.5958,-90.7195,70.0,61,0,3.44
253,Araouane,ML,2022-04-29 02:13:14,clear sky,18.9048,-3.5265,76.3,11,1,4.7
254,Begunitsy,RU,2022-04-29 02:13:14,snow,59.5855,29.3176,31.6,98,100,7.83
255,Beckley,US,2022-04-29 02:13:15,broken clouds,37.7782,-81.1882,52.21,37,75,0.0
256,Arroio Grande,BR,2022-04-29 02:13:00,clear sky,-32.2375,-53.0869,53.37,82,0,10.25
257,Kitgum,UG,2022-04-29 02:13:16,light rain,3.2783,32.8867,63.25,98,100,3.04
258,Najran,SA,2022-04-29 02:13:16,clear sky,17.4924,44.1277,69.67,53,0,2.42
259,Geraldton,AU,2022-04-29 02:03:44,clear sky,-28.7667,114.6,64.81,63,0,12.66
260,Hovd,MN,2022-04-29 02:13:17,clear sky,48.0056,91.6419,46.27,22,8,1.16
261,Ancud,CL,2022-04-29 02:12:00,few clouds,-41.8697,-73.8203,43.36,87,19,4.07
262,Nuuk,GL,2022-04-29 02:13:18,light snow,64.1835,-51.7216,34.41,100,100,31.07
263,Laibin,CN,2022-04-29 02:13:19,broken clouds,23.7,109.2667,79.63,80,71,8.72
264,Maceio,BR,2022-04-29 02:13:19,scattered clouds,-9.6658,-35.7353,76.44,83,40,2.3
265,Bambous Virieux,MU,2022-04-29 02:05:24,scattered clouds,-20.3428,57.7575,74.21,94,40,4.61
266,Bauchi,NG,2022-04-29 02:13:20,overcast clouds,10.5,10.0,82.29,38,98,3.02
267,Provideniya,RU,2022-04-29 02:13:21,snow,64.3833,-173.3,30.36,93,75,22.37
268,Tezu,IN,2022-04-29 02:13:21,few clouds,27.9167,96.1667,86.02,40,13,0.98
269,Warrington,GB,2022-04-29 02:09:40,overcast clouds,53.3925,-2.5802,47.44,78,100,5.75
270,Zapolyarnyy,RU,2022-04-29 02:14:22,light snow,69.4154,30.8136,18.68,93,100,14.65
271,Sal Rei,CV,2022-04-29 02:14:23,clear sky,16.1833,-22.9167,69.73,82,3,16.84
272,De-Kastri,RU,2022-04-29 02:14:23,overcast clouds,51.4667,140.7833,36.55,71,98,17.22
273,Burgeo,CA,2022-04-29 02:14:24,overcast clouds,47.6167,-57.6152,40.15,87,96,16.6
274,Aksu,CN,2022-04-29 02:14:24,clear sky,41.1231,80.2644,56.86,49,0,12.95
275,Atbasar,KZ,2022-04-29 02:14:25,overcast clouds,51.8,68.3333,59.86,43,100,8.23
276,Morro Bay,US,2022-04-29 02:14:25,clear sky,35.3658,-120.8499,67.12,65,0,13.0
277,Moose Factory,CA,2022-04-29 02:14:26,clear sky,51.2585,-80.6094,26.62,96,7,1.72
278,Baker City,US,2022-04-29 02:14:26,clear sky,44.7749,-117.8344,42.6,77,0,13.8
279,Lata,PT,2022-04-29 02:14:27,scattered clouds,40.1629,-8.3327,53.08,85,28,4.18
280,Le Port,RE,2022-04-29 02:14:27,broken clouds,-20.9373,55.2919,75.25,76,83,10.33
281,Vigrestad,NO,2022-04-29 02:14:28,few clouds,58.5667,5.7,40.96,88,22,12.8
282,Kristiansund,NO,2022-04-29 02:14:29,overcast clouds,63.1115,7.732,39.25,87,100,3.44
283,Vostok,RU,2022-04-29 02:14:29,clear sky,46.4856,135.8833,45.93,28,0,9.17
284,Maine-Soroa,NE,2022-04-29 02:14:30,overcast clouds,13.2114,12.0241,86.49,36,100,7.63
285,Hasaki,JP,2022-04-29 02:12:15,light rain,35.7333,140.8333,59.4,81,100,17.18
286,Lesosibirsk,RU,2022-04-29 02:14:30,overcast clouds,58.2358,92.4828,52.72,80,100,7.52
287,Ripoll,ES,2022-04-29 02:14:31,overcast clouds,42.2006,2.1903,53.58,78,89,1.99
288,Ponta Do Sol,PT,2022-04-29 02:14:31,overcast clouds,32.6667,-17.1,63.72,82,100,4.83
289,Price,US,2022-04-29 02:14:32,clear sky,39.5994,-110.8107,66.11,13,0,14.97
290,Shanghai,CN,2022-04-29 02:11:51,broken clouds,31.2222,121.4581,57.92,71,75,11.18
291,Nhulunbuy,AU,2022-04-29 02:14:33,scattered clouds,-12.2333,136.7667,90.21,58,40,10.36
292,Kahului,US,2022-04-29 02:12:26,scattered clouds,20.8947,-156.47,86.02,60,40,21.85
293,Saint-Augustin,CA,2022-04-29 02:14:33,snow,51.226,-58.6502,33.93,98,100,16.46
294,Vila Franca Do Campo,PT,2022-04-29 02:14:34,moderate rain,37.7167,-25.4333,64.2,96,100,25.52
295,Petauke,ZM,2022-04-29 02:14:34,clear sky,-14.2426,31.3253,57.9,89,5,8.01
296,Chengzihe,CN,2022-04-29 02:14:35,clear sky,45.3333,131.0667,54.91,18,2,6.62
297,Srednekolymsk,RU,2022-04-29 02:14:36,overcast clouds,67.45,153.6833,23.07,82,99,6.64
298,Pochutla,MX,2022-04-29 02:14:36,clear sky,15.7432,-96.4661,82.81,69,3,4.56
299,Dhidhdhoo,MV,2022-04-29 02:14:37,overcast clouds,6.8833,73.1,84.49,70,98,1.1
300,Eyl,SO,2022-04-29 02:14:37,few clouds,7.9803,49.8164,81.77,77,11,2.95
301,Durban,ZA,2022-04-29 02:14:38,clear sky,-29.8579,31.0292,64.02,67,0,7.18
302,Santo Domingo,DO,2022-04-29 02:14:00,broken clouds,18.5001,-69.9886,77.04,78,75,5.99
303,Kapuskasing,CA,2022-04-29 02:14:38,clear sky,49.4169,-82.4331,29.28,93,6,2.95
304,Waddan,LY,2022-04-29 02:14:39,clear sky,29.1614,16.139,62.73,59,0,11.63
305,Tiznit,MA,2022-04-29 02:14:40,scattered clouds,29.5833,-9.5,57.81,75,50,4.61
306,Padang,ID,2022-04-29 02:14:40,overcast clouds,-0.9492,100.3543,80.65,73,99,0.47
307,Dalby,AU,2022-04-29 02:14:41,broken clouds,-27.1833,151.2667,80.98,50,73,4.0
308,Port Lincoln,AU,2022-04-29 02:14:41,overcast clouds,-34.7333,135.8667,66.47,65,100,14.92
309,Severodvinsk,RU,2022-04-29 02:13:48,overcast clouds,64.5635,39.8302,28.51,87,87,6.15
310,Leningradskiy,RU,2022-04-29 02:14:42,overcast clouds,69.3833,178.4167,26.4,91,100,5.37
311,Gloucester,GB,2022-04-29 02:14:43,overcast clouds,51.8657,-2.2431,47.44,79,100,3.0
312,Kruisfontein,ZA,2022-04-29 02:14:43,clear sky,-34.0033,24.7314,59.88,51,5,8.46
313,Saint-Francois,FR,2022-04-29 02:14:44,clear sky,46.4154,3.9054,43.68,93,0,3.44
314,Nome,US,2022-04-29 02:13:01,overcast clouds,64.5011,-165.4064,42.87,70,100,12.66
315,Kotelnikovo,RU,2022-04-29 02:14:44,scattered clouds,47.6317,43.1461,50.9,59,49,11.39
316,Lagoa Formosa,BR,2022-04-29 02:14:45,overcast clouds,-18.7786,-46.4075,70.02,66,100,3.4
317,Zaysan,KZ,2022-04-29 02:14:45,clear sky,47.4667,84.8667,56.89,24,0,1.79
318,Furano,JP,2022-04-29 02:14:46,overcast clouds,43.2818,142.4743,46.78,44,100,9.06
319,Siderno,IT,2022-04-29 02:15:47,overcast clouds,38.2779,16.302,63.34,58,100,5.03
320,Walvis Bay,NA,2022-04-29 02:15:47,scattered clouds,-22.9575,14.5053,61.75,72,26,6.91
321,Pangkalanbuun,ID,2022-04-29 02:15:48,overcast clouds,-2.6833,111.6167,87.06,69,100,1.05
322,Klaksvik,FO,2022-04-29 02:15:49,clear sky,62.2266,-6.589,41.92,78,8,3.85
323,La Paz,BO,2022-04-29 02:14:32,clear sky,-16.5,-68.15,37.38,86,5,4.61
324,Rio Gallegos,AR,2022-04-29 02:15:49,broken clouds,-51.6226,-69.2181,39.25,75,75,21.85
325,Batemans Bay,AU,2022-04-29 02:11:14,scattered clouds,-35.7167,150.1833,69.1,50,25,1.21
326,Chkalovskoye,RU,2022-04-29 02:15:50,clear sky,44.8392,133.0436,54.43,20,0,6.98
327,Kadaya,RU,2022-04-29 02:15:51,overcast clouds,50.9327,119.2911,42.89,46,99,13.04
328,Mahajanga,MG,2022-04-29 02:15:51,few clouds,-15.7167,46.3167,71.62,94,20,6.91
329,Goundi,TD,2022-04-29 02:15:52,overcast clouds,9.3627,17.366,80.67,62,100,6.26
330,Tahta,EG,2022-04-29 02:15:52,scattered clouds,26.7693,31.5021,78.04,9,42,4.63
331,Buri,BR,2022-04-29 02:15:53,scattered clouds,-23.7975,-48.5928,67.1,86,31,1.63
332,Bantry,IE,2022-04-29 02:15:54,overcast clouds,51.6833,-9.45,43.79,89,100,0.51
333,Nein,IL,2022-04-29 02:15:54,clear sky,32.6306,35.3489,56.14,67,0,2.35
334,Kihei,US,2022-04-29 02:13:13,light rain,20.785,-156.4656,86.02,64,40,21.85
335,Victoria,HK,2022-04-29 02:12:44,scattered clouds,22.2855,114.1577,86.97,79,48,8.01
336,Batote,IN,2022-04-29 02:15:55,overcast clouds,33.1227,75.321,66.25,49,100,9.6
337,Karratha,AU,2022-04-29 02:15:56,light rain,-20.7377,116.8463,74.46,73,100,15.97
338,Arlit,NE,2022-04-29 02:15:56,broken clouds,18.7369,7.3853,76.64,9,74,5.64
339,Embonas,GR,2022-04-29 02:15:57,clear sky,36.2269,27.8564,57.83,72,0,0.67
340,Nadym,RU,2022-04-29 02:15:57,light snow,65.5333,72.5167,22.98,94,100,11.59
341,Florianopolis,BR,2022-04-29 02:13:40,broken clouds,-27.6146,-48.5012,70.41,98,75,2.3
342,Kamina,CD,2022-04-29 02:15:58,scattered clouds,-8.7386,24.9906,62.28,93,42,5.32
343,Jijiga,ET,2022-04-29 02:15:59,light rain,9.35,42.8,63.12,83,42,4.54
344,Leshukonskoye,RU,2022-04-29 02:15:59,overcast clouds,64.8989,45.7622,25.12,83,100,8.32
345,Vallenar,CL,2022-04-29 02:16:00,clear sky,-28.5708,-70.7581,64.89,42,0,1.72
346,Asau,RO,2022-04-29 02:16:00,light rain,46.4333,26.4,47.32,97,100,5.64
347,Canto Do Buriti,BR,2022-04-29 02:16:01,overcast clouds,-8.11,-42.9444,74.97,70,88,4.45
348,Nkowakowa,ZA,2022-04-29 02:16:01,clear sky,-23.8878,30.2871,57.51,65,0,4.05
349,Luderitz,NA,2022-04-29 02:16:02,few clouds,-26.6481,15.1594,58.89,76,15,9.78
350,Katsuura,JP,2022-04-29 02:16:03,overcast clouds,35.1333,140.3,60.82,89,100,13.96
351,Sehithwa,BW,2022-04-29 02:16:03,clear sky,-20.4667,22.7167,61.52,50,5,6.82
352,Xuddur,SO,2022-04-29 02:16:04,overcast clouds,4.1213,43.8894,74.25,81,100,9.35
353,Salalah,OM,2022-04-29 02:12:18,few clouds,17.0151,54.0924,84.29,84,20,4.61
354,Riverton,US,2022-04-29 02:16:04,clear sky,40.5219,-111.9391,63.64,36,0,8.99
355,Cascais,PT,2022-04-29 02:16:05,clear sky,38.6979,-9.4215,61.97,66,2,28.99
356,Hutchinson,US,2022-04-29 02:14:34,clear sky,38.0608,-97.9298,70.03,76,0,18.41
357,Aswan,EG,2022-04-29 02:16:06,clear sky,24.0934,32.907,81.93,12,0,7.45
358,Necochea,AR,2022-04-29 02:16:07,overcast clouds,-38.5473,-58.7368,48.63,56,93,13.35
359,Sambava,MG,2022-04-29 02:16:07,broken clouds,-14.2667,50.1667,73.58,86,53,10.89
360,Cap-Aux-Meules,CA,2022-04-29 02:16:08,mist,47.3821,-61.8597,33.85,100,100,16.11
361,Almaznyy,RU,2022-04-29 02:16:08,scattered clouds,48.0448,40.045,48.76,68,28,7.34
362,Komsomolskiy,UZ,2022-04-29 02:16:09,overcast clouds,40.4272,71.7189,66.92,63,100,2.3
363,Mattru,SL,2022-04-29 02:16:09,overcast clouds,7.6244,-11.8332,73.08,92,100,0.54
364,Tommot,RU,2022-04-29 02:17:10,broken clouds,58.9564,126.2925,35.08,54,71,5.26
365,Mezen,RU,2022-04-29 02:17:10,overcast clouds,65.8522,44.24,26.35,92,100,7.38
366,Abohar,IN,2022-04-29 02:17:11,clear sky,30.15,74.1833,90.77,14,1,6.06
367,Veracruz,MX,2022-04-29 02:14:30,scattered clouds,19.3333,-96.6667,71.78,82,30,2.59
368,Maues,BR,2022-04-29 02:17:12,overcast clouds,-3.3836,-57.7186,74.82,94,100,1.25
369,Jerecuaro,MX,2022-04-29 02:17:12,overcast clouds,20.15,-100.5167,69.73,39,91,5.17
370,Zhangye,CN,2022-04-29 02:17:13,overcast clouds,38.9342,100.4517,49.35,27,100,15.86
371,Luanda,AO,2022-04-29 02:15:29,overcast clouds,-8.8368,13.2343,75.94,92,100,11.05
372,Dergachi,RU,2022-04-29 02:17:14,clear sky,51.2328,48.7659,43.36,81,0,9.57
373,Tadine,NC,2022-04-29 02:17:14,light rain,-21.55,167.8833,73.38,80,100,22.24
374,Kochubey,RU,2022-04-29 02:17:15,overcast clouds,44.3861,46.5825,60.03,70,99,7.56
375,Talas,TR,2022-04-29 02:17:16,clear sky,38.6908,35.5538,47.07,53,0,0.0
376,Ignacio Zaragoza,MX,2022-04-29 02:17:16,clear sky,28.3833,-107.2167,60.78,15,0,16.58
377,Paamiut,GL,2022-04-29 02:17:17,overcast clouds,61.994,-49.6678,36.93,86,100,16.33
378,Antalaha,MG,2022-04-29 02:17:17,few clouds,-14.9003,50.2788,72.21,87,24,8.72
379,Aljezur,PT,2022-04-29 02:17:18,clear sky,37.3191,-8.8033,55.29,83,0,7.25
380,Portland,US,2022-04-29 02:16:57,broken clouds,45.5234,-122.6762,53.62,76,75,3.44
381,Avola,IT,2022-04-29 02:17:18,overcast clouds,36.9113,15.1395,61.09,76,100,8.55
382,Kirakira,SB,2022-04-29 02:17:19,overcast clouds,-10.4544,161.9205,84.65,74,100,3.74
383,Nizwa,OM,2022-04-29 02:17:20,clear sky,22.9333,57.5333,80.91,45,0,3.62
384,Dunedin,NZ,2022-04-29 02:16:23,clear sky,-45.8742,170.5036,58.8,65,0,1.01
385,Otjiwarongo,NA,2022-04-29 02:17:20,broken clouds,-20.4637,16.6477,61.84,58,51,6.62
386,Yakymivka,UA,2022-04-29 02:17:21,broken clouds,46.6897,35.1536,52.93,65,54,8.95
387,San Juan,AR,2022-04-29 02:15:23,clear sky,-31.5375,-68.5364,52.07,34,0,5.08
388,Padilla,CO,2022-04-29 02:17:22,overcast clouds,3.2204,-76.3139,67.57,93,99,3.4
389,Arroyo,ES,2022-04-29 02:17:22,clear sky,41.6096,-4.7969,48.6,90,0,4.61
390,Buchanan,LR,2022-04-29 02:16:19,moderate rain,5.8808,-10.0467,78.91,82,100,1.48
391,Monte Alegre De Minas,BR,2022-04-29 02:17:23,scattered clouds,-18.8706,-48.8808,70.97,57,47,4.92
392,Jolalpan,MX,2022-04-29 02:17:24,broken clouds,18.325,-98.8417,82.36,38,53,4.56
393,Byron Bay,AU,2022-04-29 02:15:41,scattered clouds,-28.65,153.6167,75.7,83,33,6.31
394,Nabire,ID,2022-04-29 02:17:25,broken clouds,-3.3667,135.4833,86.27,65,55,4.32
395,Montalban,FR,2022-04-29 02:17:25,overcast clouds,44.0167,1.35,57.99,95,89,6.24
396,Sindor,RU,2022-04-29 02:17:26,few clouds,62.8629,51.8905,25.7,77,15,5.66
397,Adrar,MR,2022-04-29 02:17:26,clear sky,20.5022,-10.0711,72.37,16,0,9.33
398,Marsh Harbour,BS,2022-04-29 02:17:27,clear sky,26.5412,-77.0636,74.73,70,6,8.25
399,Alofi,NU,2022-04-29 02:15:21,scattered clouds,-19.0595,-169.9187,82.29,78,40,13.8
400,Kupino,RU,2022-04-29 02:17:28,overcast clouds,54.3663,77.2981,62.83,46,100,10.42
401,Kenora,CA,2022-04-29 02:15:26,overcast clouds,49.8167,-94.4337,45.57,33,100,4.61
402,Kieta,PG,2022-04-29 02:17:28,overcast clouds,-6.2167,155.6333,86.58,59,99,4.21
403,Codrington,AU,2022-04-29 02:17:13,light rain,-38.2667,141.9667,70.5,51,100,16.75
404,Gazli,UZ,2022-04-29 02:17:29,clear sky,40.1333,63.45,70.81,32,2,9.73
405,Guadalupe Y Calvo,MX,2022-04-29 02:17:30,clear sky,26.1,-106.9667,50.99,25,1,3.83
406,San Cristobal,VE,2022-04-29 02:17:30,overcast clouds,7.7669,-72.225,68.18,94,100,1.21
407,Sabirabad,AZ,2022-04-29 02:17:31,few clouds,40.0095,48.4752,62.94,62,14,4.47
408,Kondopoga,RU,2022-04-29 02:17:31,overcast clouds,62.2057,34.2614,31.69,88,100,3.36
409,Sao Filipe,CV,2022-04-29 02:17:32,clear sky,14.8961,-24.4956,71.4,73,5,8.39
410,Uyovu,TZ,2022-04-29 02:17:32,light rain,-3.2833,31.5258,63.68,97,100,3.56
411,Saint-Denis,FR,2022-04-29 02:18:33,clear sky,48.9167,2.3333,55.89,69,0,10.36
412,Consett,GB,2022-04-29 02:18:33,few clouds,54.854,-1.8316,35.35,91,20,2.15
413,Port-Gentil,GA,2022-04-29 02:18:34,overcast clouds,-0.7193,8.7815,80.42,80,100,6.93
414,Rudnyy,KZ,2022-04-29 02:18:35,broken clouds,52.9594,63.1206,55.63,47,59,10.02
415,Sangar,RU,2022-04-29 02:18:35,few clouds,63.9242,127.4739,29.77,76,16,4.18
416,Uyuni,BO,2022-04-29 02:18:36,clear sky,-20.4597,-66.825,50.18,68,9,14.56
417,Luziania,BR,2022-04-29 02:18:36,overcast clouds,-16.2525,-47.9503,73.09,55,98,3.58
418,Mount Gambier,AU,2022-04-29 02:18:37,light rain,-37.8333,140.7667,68.31,59,100,11.21
419,Yidu,CN,2022-04-29 02:18:38,broken clouds,24.1614,115.1328,82.94,73,51,3.67
420,Hambantota,LK,2022-04-29 02:17:41,overcast clouds,6.1241,81.1185,82.13,75,98,7.07
421,Kutum,SD,2022-04-29 02:18:38,scattered clouds,14.2,24.6667,76.06,13,32,4.68
422,Owo,NG,2022-04-29 02:18:39,overcast clouds,7.1962,5.5868,72.54,96,85,3.22
423,Constantine,DZ,2022-04-29 02:18:40,broken clouds,36.365,6.6147,53.01,93,75,3.44
424,Lenger,KZ,2022-04-29 02:18:40,overcast clouds,42.183,69.8839,62.04,42,100,5.19
425,Ampanihy,MG,2022-04-29 02:17:17,clear sky,-24.7,44.75,62.15,73,0,11.23
426,Vestavia Hills,US,2022-04-29 02:18:41,few clouds,33.4487,-86.7878,65.64,70,20,3.44
427,Nsanje,MW,2022-04-29 02:18:41,clear sky,-16.92,35.262,62.82,98,6,2.37
428,Nanortalik,GL,2022-04-29 02:18:42,overcast clouds,60.1432,-45.2371,37.94,84,100,3.76
429,Torbay,CA,2022-04-29 02:18:42,fog,47.6666,-52.7314,36.88,96,100,3.44
430,Hobyo,SO,2022-04-29 02:18:43,scattered clouds,5.3505,48.5268,83.21,73,46,7.27
431,Elk Grove,US,2022-04-29 02:13:48,clear sky,38.4088,-121.3716,71.08,50,0,11.5
432,Pohrebyshche,UA,2022-04-29 02:18:44,overcast clouds,49.4864,29.2636,44.58,88,100,2.55
433,Balikpapan,ID,2022-04-29 02:14:37,few clouds,-1.2675,116.8289,83.39,84,20,5.75
434,Kuito,AO,2022-04-29 02:18:44,overcast clouds,-12.3833,16.9333,61.57,77,98,4.76
435,Tucupita,VE,2022-04-29 02:18:45,overcast clouds,9.0622,-62.051,76.32,89,91,5.06
436,Udachnyy,RU,2022-04-29 02:18:45,broken clouds,66.4167,112.4,34.93,100,83,7.9
437,Magnolia,US,2022-04-29 02:18:46,overcast clouds,33.2671,-93.2393,65.89,71,92,5.84
438,Sao Desiderio,BR,2022-04-29 02:18:47,overcast clouds,-12.3633,-44.9733,72.39,56,96,5.61
439,Port Hawkesbury,CA,2022-04-29 02:18:47,overcast clouds,45.6169,-61.3485,41.63,98,100,11.5
440,Cayenne,GF,2022-04-29 02:18:48,mist,4.9333,-52.3333,76.08,1,75,6.91
441,Segovia,ES,2022-04-29 02:18:48,clear sky,41.1667,-4.0,48.43,83,2,3.33
442,Kelvington,CA,2022-04-29 02:18:49,few clouds,52.1667,-103.5343,38.98,88,23,9.75
443,Olafsvik,IS,2022-04-29 02:18:49,overcast clouds,64.8945,-23.7142,45.68,92,100,9.53
444,Laguna,US,2022-04-29 02:17:15,clear sky,38.421,-121.4238,70.14,50,0,11.5
445,Komsomolets,KZ,2022-04-29 02:18:50,few clouds,53.7453,62.0708,55.76,76,15,13.18
446,Havoysund,NO,2022-04-29 02:18:50,light snow,70.9963,24.6622,26.83,68,100,23.94
447,Brownwood,US,2022-04-29 02:15:41,few clouds,31.7093,-98.9912,81.72,50,20,12.66
448,Larsnes,NO,2022-04-29 02:18:51,overcast clouds,62.2028,5.5773,43.45,87,100,1.68
449,Hacari,CO,2022-04-29 02:18:52,overcast clouds,8.3233,-73.1489,66.04,98,100,2.28
450,Ambilobe,MG,2022-04-29 02:18:52,broken clouds,-13.2,49.05,72.23,95,73,3.36
451,Sungaipenuh,ID,2022-04-29 02:18:53,overcast clouds,-2.0833,101.3833,75.15,69,90,3.44
452,Lopsmarka,NO,2022-04-29 02:18:53,scattered clouds,67.3134,14.4493,30.09,90,40,17.27
453,Pimentel,PE,2022-04-29 02:18:54,overcast clouds,-6.8367,-79.9342,66.7,86,86,12.37
454,Yining,CN,2022-04-29 02:18:54,light rain,29.0361,114.5636,55.33,89,100,2.84
455,Okaihau,NZ,2022-04-29 02:18:55,broken clouds,-35.3167,173.7833,63.52,76,61,5.64
456,Los Andes,CL,2022-04-29 02:16:14,clear sky,-32.8337,-70.5983,54.01,27,0,2.35
457,Duzce,TR,2022-04-29 02:18:56,scattered clouds,40.8389,31.1639,52.11,94,29,0.94
458,Faya,SA,2022-04-29 02:19:56,light rain,18.3851,42.4509,55.51,62,9,5.3
459,Kaitong,CN,2022-04-29 02:19:57,overcast clouds,44.8135,123.15,60.66,15,100,14.5
460,Maroantsetra,MG,2022-04-29 02:19:57,overcast clouds,-15.4333,49.7333,72.84,83,89,7.25
461,Potiskum,NG,2022-04-29 02:19:58,overcast clouds,11.7091,11.0694,88.05,18,100,6.64
462,Waingapu,ID,2022-04-29 02:19:58,overcast clouds,-9.6567,120.2641,82.92,72,88,7.38
463,Teya,RU,2022-04-29 02:19:59,light rain,60.3778,92.6267,44.37,97,100,8.77
